id,front,nmaterials,minPoint,maxPoint,aligned.dims,index,variantIds,isCornerPiece,setIds,componentIds
s__2447,"0,0,1",2,"-0.40000004, 0.0, -2.04953","0.76654, 2.43403, 0.22000003","116.654, 243.403, 226.953",1905,,,96,
s__2448,"0,0,1",2,"-0.2, 0.0, -0.22","0.2, 2.242, 0.218714","40.0, 224.20001, 43.8714",1906,,,96,
s__2449,"0,0,1",2,"-0.4, 0.0, -0.22","0.4, 2.242, 0.218714","80.0, 224.20001, 43.8714",1907,,,96,
s__2450,"0,0,1",2,"-0.325, 0.0, -0.22","0.325, 0.796, 0.22","65.0, 79.6, 44.0",1908,,,96,
s__2451,"0,0,1",2,"-0.65, 0.0, -0.17","0.65, 0.36, 0.17","130.0, 36.0, 34.0",1909,,,96,
s__2452,"0,0,1",2,"-0.65, 0.0, -0.22","0.65, 0.442, 0.22","130.0, 44.2, 44.0",1910,,,96,
s__2453,"0,0,1",1,"-0.15, 0.0, -0.21","0.15, 2.242, 0.21","30.000002, 224.20001, 42.0",1911,,,96,
s__2617,"0,0,1",3,"-0.4, 0.0, -0.22","0.4, 2.242, 0.22","80.0, 224.20001, 44.0",1912,,,96,
s__2619,"0,0,1",4,"-0.2, 0.0, -0.22","0.2, 2.242, 0.22","40.0, 224.20001, 44.0",1913,,,96,
s__2620,"0,0,1",3,"-0.4, 0.0, -0.22","0.4, 2.242, 0.22","80.0, 224.20001, 44.0",1914,,,96,
s__2622,"0,0,1",3,"-0.4, 0.0, -0.22","0.4, 2.242, 0.218714","80.0, 224.20001, 43.8714",1915,,,96,
s__2623,"0,0,1",3,"-0.4, 0.0, -0.22","0.4, 2.242, 0.218714","80.0, 224.20001, 43.8714",1916,,,96,
s__361,"0,0,1",2,"-1.33, -5.9604645E-8, -1.19","1.33, 0.958495, 1.19","266.0, 95.8495, 238.00002",1917,,,,
s__362,"0,0,1",2,"-1.375, -4.172325E-7, -1.48","1.3750901, 0.782068, 1.48","275.009, 78.20684, 296.0",1918,,,,
s__363,"0,0,1",2,"-1.5492399, -5.9604645E-8, -1.06919","1.55076, 0.941449, 1.0708199","310.0, 94.144905, 214.001",1919,,,,
s__364,"0,0,1",2,"-1.45, -6.3180923E-6, -1.05","1.45, 1.01249, 1.0499198","290.0, 101.24963, 209.99197",1920,,,,
s__365,"0,0,1",4,"-2.52, -1.1920929E-7, -1.6299999","2.52, 1.15423, 1.6299999","504.0, 115.42301, 326.0",1921,,,,
s__366,"0,0,1",2,"-1.875, 0.0, -1.445","1.875, 1.04491, 1.445","375.0, 104.491005, 289.0",1922,,,,
s__367,"0,0,1",3,"-1.6, -5.9604645E-8, -1.10008","1.5998, 0.95513, 1.0999699","319.97998, 95.51301, 220.005",1923,,,,
s__368,"0,0,1",2,"-1.4352899, 9.210706E-4, -1.29007","1.43471, 0.840535, 1.28949","287.0, 83.96139, 257.956",1924,,,,
s__369,"0,0,1",2,"-1.64006, 1.41859055E-5, -1.19682","1.64025, 1.04719, 1.1949701","328.03098, 104.717575, 239.17899",1925,,,,
s__370,"0,0,1",2,"-1.46249, 0.0, -1.0652201","1.46725, 1.03224, 1.06479","292.974, 103.224014, 213.001",1926,,,,
s__371,"0,0,1",2,"-1.15002, 1.5974045E-4, -1.6","1.15, 0.84783, 1.60001","230.002, 84.76702, 320.001",1927,,,,
s__372,"0,0,1",2,"-1.255, -5.9604645E-8, -0.91","1.26149, 0.95834, 0.91","251.649, 95.834, 182.0",1928,,,,
s__373,"0,0,1",3,"-1.9999001, -5.9604645E-8, -1.50081","2.00011, 0.960069, 1.49919","400.00098, 96.006905, 300.0",1929,,,,
s__374,"0,0,1",3,"-2.3200002, 5.9604645E-8, -1.4645898","2.3200002, 0.860189, 1.46503","464.0, 86.0189, 292.96198",1930,,,,
s__375,"0,0,1",2,"-1.9, -5.9604645E-8, -0.919297","1.9, 0.766422, 0.920701","380.0, 76.6422, 183.99979",1931,,,,
s__376,"0,0,1",3,"-2.395, -1.1920929E-7, -1.48616","2.395, 1.1528, 1.4842999","479.0, 115.280014, 297.04602",1932,,,,
s__377,"0,0,1",2,"-2.24999, -5.9604645E-8, -1.01116","2.25, 0.69, 1.00884","449.999, 69.00001, 202.0",1933,,,,
s__378,"0,0,1",2,"-1.245, -5.9604645E-8, -1.25","1.245, 0.987896, 1.25","249.0, 98.78961, 250.0",1934,,,,
s__379,"0,0,1",3,"-1.3453, 0.0, -0.990024","1.3447001, 1.01441, 0.990008","269.0, 101.44101, 198.0032",1935,,,,
s__380,"0,0,1",3,"-1.725, 0.0, -1.33003","1.725, 1.09051, 1.3299999","345.0, 109.05101, 266.003",1936,,,,
s__382,"0,0,1",3,"-1.165, 0.0, -0.560356","1.165, 1.09863, 0.559644","233.0, 109.86299, 112.0",1937,,,,
s__383,"0,0,1",2,"-1.64499, -1.1920929E-7, -2.00004","1.64487, 0.709676, 1.9997301","328.986, 70.96761, 399.977",1938,,,,
s__384,"0,0,1",3,"-1.42, -5.9604645E-8, -1.215","1.42, 0.909971, 1.215","284.0, 90.9971, 243.0",1939,,,,
s__385,"0,0,1",2,"-1.14, 0.0, -0.475","1.14, 0.829629, 0.475","228.0, 82.9629, 95.0",1940,,,,
s__386,"0,0,1",2,"-1.105, -5.9604645E-8, -0.514677","1.105, 0.850136, 0.515323","221.0, 85.0136, 103.0",1941,,,,
s__387,"0,0,1",3,"-0.400032, 0.0, -0.299954","0.400032, 0.75, 0.299954","80.0064, 75.0, 59.9908",1942,,,,
s__388,"0,0,1",1,"-0.774956, 0.0, -0.24999999","0.77499604, 1.48, 0.25000596","154.9952, 148.0, 50.0006",1943,,,,
s__389,"0,0,1",2,"-0.455, 0.0, -0.230812","0.455, 1.07, 0.229959","91.0, 107.00001, 46.077103",1944,,,,
s__390,"0,0,1",2,"-0.395, 1.8620491E-4, -0.25","0.395, 0.73985, 0.25","79.0, 73.96638, 50.0",1945,,,,
s__391,"0,0,1",2,"-0.42, 2.3841858E-7, -0.24999999","0.42, 1.85986, 0.25004196","84.0, 185.98598, 50.0042",1946,,,,
s__392,"0,0,1",3,"-0.525, 0.0, -0.25","0.525002, 1.39999, 0.25","105.0002, 139.999, 50.0",1947,,,,
s__393,"0,0,1",1,"-0.38497, 0.0, -0.170267","0.38497, 0.99, 0.169733","76.994, 99.0, 34.0",1948,,,,
s__394,"0,0,1",2,"-0.427559, -1.4209747E-4, -0.39","0.427559, 0.899725, 0.38992596","85.511795, 89.98671, 77.9926",1949,,,,
s__395,"0,0,1",1,"-0.52, 0.0, -0.466724","0.52, 0.886499, 0.466724","104.0, 88.6499, 93.3448",1950,,,,
s__396,"0,0,1",1,"-0.519986, 0.0, -0.140043","0.519993, 1.06, 0.140043","103.997894, 105.99999, 28.0086",1951,,,,
s__397,"0,0,1",1,"-0.375, 0.0, -0.24","0.375, 1.74003, 0.24","75.0, 174.003, 48.0",1952,,,93,
s__398,"0,0,1",1,"-0.375, 0.0, -0.205","0.375, 1.61, 0.205007","75.0, 161.0, 41.0007",1953,,,93,
s__399,"0,0,1",2,"-0.41, 0.0, -0.48000002","0.41, 1.03979, 0.479784","82.0, 103.979004, 95.9784",1954,,,,
s__400,"-1,0,0",3,"-1.045, 0.0, -0.495002","1.045, 1.16, 0.495001","99.0003, 116.0, 208.99998",1955,,,,
s__401,"0,0,1",3,"-0.445074, 0.0, -0.869849","0.445074, 0.69995, 0.869849","89.0148, 69.994995, 173.9698",1956,,,,
s__402,"0,0,1",4,"-0.515, 0.0, -0.26016","0.515, 1.075, 0.26016","103.0, 107.50001, 52.032",1957,,,,
s__403,"0,0,1",2,"-0.375002, -5.9604645E-8, -0.839996","0.375002, 0.79997, 0.839988","75.0004, 79.996994, 167.9984",1958,,,95,
s__404,"1,0,0",2,"-0.380001, -5.9604645E-8, -0.824999","0.380001, 0.57, 0.824999","76.0002, 57.000004, 164.9998",1959,,,94,
s__405,"0,0,1",3,"-0.505, 0.0, -0.25","0.505, 0.896839, 0.25","101.0, 89.6839, 50.0",1960,,,,
s__406,"1,0,0",3,"-0.384989, -5.9604645E-8, -0.824998","0.384989, 0.56, 0.824993","164.9991, 56.000004, 76.997795",1961,,,94,
s__407,"0,0,1",2,"-0.33, 0.0, -0.63","0.33, 0.88, 0.62999904","66.0, 88.0, 125.99989",1962,,,95,
s__408,"0,0,1",2,"-0.329999, 0.0, -0.619994","0.329999, 0.799851, 0.619994","65.9998, 79.9851, 123.998795",1963,,,94,
s__409,"0,0,1",3,"-0.410033, 0.0, -0.205","0.410033, 1.17, 0.205","82.0066, 116.99999, 41.0",1964,,,,
s__410,"0,0,1",4,"-0.285, 0.0, -0.219982","0.285, 0.942881, 0.220501","57.0, 94.2881, 44.048298",1965,,,92,
s__411,"0,0,1",2,"-0.21, 0.0, -0.2","0.21, 1.76, 0.2","42.0, 176.0, 40.0",1966,,,92,
s__412,"0,0,1",2,"-0.21, 0.0, -0.2","0.21, 1.03, 0.2","42.0, 103.0, 40.0",1967,,,92,
s__413,"0,0,1",2,"-0.185, 0.0, -0.185","0.185, 1.76, 0.185","37.0, 176.0, 37.0",1968,,,92,
s__414,"0,0,1",2,"-0.2, 0.0, -0.11","0.2, 0.687, 0.11","40.0, 68.7, 22.0",1969,,,92,
s__415,"0,0,1",1,"-0.185, 0.0, -0.185","0.185, 1.4, 0.185","37.0, 140.0, 37.0",1970,,,,
s__416,"0,0,1",2,"-0.87, 0.0, -1.055","0.87, 1.22, 1.055","174.0, 122.00001, 210.99998",1971,,,,
s__417,"0,0,1",3,"-0.915, -5.9604645E-8, -1.08499","0.915, 0.85938, 1.085","183.0, 85.93801, 216.999",1972,,,,
s__418,"0,0,1",2,"-0.904999, 0.0, -1.05001","0.904999, 1.19, 1.05003","180.9998, 119.000015, 210.004",1973,,,,
s__419,"0,0,1",2,"-0.89, 0.0, -1.045","0.89, 1.47, 1.045","178.0, 147.0, 208.99998",1974,,,,
s__420,"0,0,1",3,"-1.055, 0.0, -0.44625","1.055, 0.86, 0.44625","210.99998, 86.0, 89.25",1975,,,,
s__421,"0,0,1",2,"-0.255, -1.7523766E-5, -0.237324","0.255, 0.979869, 0.242675","51.0, 97.988655, 47.9999",1976,,,,
s__422,"0,0,1",3,"-1.03, 0.0, -0.485","1.03, 1.57, 0.485","206.0, 157.0, 97.0",1977,,,,
s__423,"0,0,1",2,"-0.185, 0.0, -0.25","0.185, 0.63, 0.25","37.0, 63.0, 50.0",1978,,,,
s__424,"0,0,1",1,"-0.2, 0.0, -0.227799","0.2, 0.911516, 0.22220099","40.0, 91.1516, 45.0",1979,,,,
s__425,"0,0,1",2,"-0.24, 0.0, -0.24","0.24, 0.740218, 0.24","48.0, 74.0218, 48.0",1980,,,,
s__426,"0,0,1",2,"-0.2, -8.821487E-6, -0.25498","0.2, 0.909322, 0.255132","40.0, 90.93309, 51.0112",1981,,,,
s__427,"0,0,1",2,"-0.259915, -2.361536E-4, -0.275009","0.259915, 0.89, 0.274973","51.982998, 89.02362, 54.9982",1982,,,,
s__428,"0,0,1",3,"-1.04364, 0.0, -0.643301","1.04364, 2.06, 0.643301","208.728, 206.00002, 128.6602",1983,,,,
s__429,"0,0,1",2,"-0.55, 0.0, -0.305","0.55, 1.98, 0.305","110.0, 198.0, 61.0",1984,,,,
s__430,"0,0,1",1,"-0.65, 0.0, -0.25","0.65, 1.10133, 0.25","130.0, 110.133, 50.0",1985,,,,
s__431,"0,0,1",3,"-0.55, 0.0, -0.255","0.55, 1.32, 0.255","110.0, 132.0, 51.0",1986,,,,
s__432,"0,0,1",2,"-0.6, 0.0, -0.285","0.6, 2.0, 0.285","120.00001, 200.0, 57.0",1987,,,,
s__433,"0,0,1",2,"-0.23, 0.0, -0.23","0.23, 0.15, 0.23","46.0, 15.000001, 46.0",1988,,,,
s__434,"0,0,1",1,"-0.45, 3.003776E-4, -0.45","0.45, 0.47, 0.45","90.0, 46.969963, 90.0",1989,,,,
s__435,"0,0,1",1,"-0.25, -1.0854006E-4, -0.25","0.25, 0.68, 0.25","50.0, 68.01086, 50.0",1990,,,,
s__436,"0,0,1",2,"-0.16, 4.389882E-4, -0.16","0.16, 0.89934, 0.16","32.0, 89.8901, 32.0",1991,,,,
s__437,"0,0,1",1,"-0.8, 2.3514032E-5, -0.22","0.8, 0.45, 0.219984","160.0, 44.99765, 43.998398",1992,,,,
s__438,"0,0,1",2,"-0.549999, 0.0, -0.240003","0.549999, 0.57, 0.24","109.9998, 57.0, 48.000298",1993,,,,
s__439,"0,0,1",2,"-0.18, 0.0, -0.18475002","0.18, 0.63, 0.18475002","36.0, 63.0, 36.95",1994,,,,
s__440,"0,0,1",2,"-0.2, -6.610155E-5, -0.195034","0.2, 0.64, 0.195034","40.0, 64.00661, 39.006798",1995,,,,
s__441,"0,0,1",2,"-0.195, 0.0, -0.21518901","0.195, 0.53, 0.215188","39.0, 52.999996, 43.037697",1996,,,,
s__442,"0,0,1",1,"-0.23, 0.0, -0.175","0.23, 0.7, 0.175","46.0, 70.0, 35.0",1997,,,,
s__443,"0,0,1",3,"-0.225, -1.4543533E-5, -0.225","0.225, 0.745, 0.225","45.0, 74.50145, 45.0",1998,,,,
s__444,"0,0,1",3,"-0.375, -1.5985966E-4, -0.22225001","0.375, 1.81, 0.22225001","75.0, 181.01599, 44.45",1999,,,,
s__445,"0,0,1",1,"-0.31, 0.0, -0.12","0.31, 1.65, 0.12","62.0, 165.0, 24.0",2000,,,,
s__446,"0,0,1",3,"-0.590001, 1.4573336E-4, -0.210005","0.590001, 0.510002, 0.210005","118.0002, 50.98563, 42.001",2001,,,,
s__447,"0,0,1",4,"-1.20001, 0.0, -0.20000002","1.20001, 1.6, 0.19999999","240.00198, 160.0, 40.0",2002,,,,
s__448,"0,0,1",2,"-1.04, 0.0, -0.24025002","1.04, 1.97, 0.24025002","208.0, 197.0, 48.050003",2003,,,,
s__449,"0,0,1",1,"-0.4, 0.0, -0.15","0.4, 1.9, 0.15","80.0, 190.0, 30.000002",2004,,,,
s__450,"0,0,1",3,"-0.365, -2.193451E-5, -0.205069","0.365, 1.99989, 0.205069","73.0, 199.9912, 41.0138",2005,,,,
s__451,"0,0,1",2,"-0.27, 0.0, -0.27","0.27, 0.460322, 0.27","54.000004, 46.0322, 54.000004",2006,,,,
s__452,"0,0,1",2,"-0.700002, 0.0, -0.234993","0.700002, 0.31, 0.235","140.0004, 31.000002, 46.9993",2007,,,,
s__453,"0,0,1",1,"-0.219907, 1.6629696E-5, -0.254925","0.219907, 0.769986, 0.25500298","43.9814, 76.99693, 50.9928",2008,,,,
s__454,"0,0,1",1,"-0.375, 0.0, -0.22","0.375, 1.31, 0.22","75.0, 131.0, 44.0",2009,,,91,
s__455,"0,0,1",2,"-0.7, 0.0, -0.24","0.7, 0.77, 0.24","140.0, 77.0, 48.0",2010,,,91,
s__456,"0,0,1",3,"-0.71, 0.0, -0.214998","0.71, 1.24, 0.215002","142.0, 124.0, 43.0",2011,,,12,
s__457,"0,0,1",3,"-0.465, 0.0, -0.215","0.465, 1.9, 0.215","93.0, 190.0, 43.0",2012,,,12,
s__458,"0,0,1",2,"-0.730088, 0.0, -0.39044797","0.730021, 0.740223, 0.39","146.0109, 74.0223, 78.0448",2013,,,,
s__459,"0,0,1",1,"-0.395, 0.0, -0.19","0.395, 0.46, 0.19","79.0, 46.0, 38.0",2014,,,,
s__460,"0,0,1",2,"-0.979779, 1.1920929E-7, -0.485109","0.98, 1.01786, 0.485109","195.9779, 101.78599, 97.0218",2015,,,,
s__461,"0,0,1",2,"-0.91819906, 0.0, -0.44442898","0.911438, 0.669423, 0.445404","182.9637, 66.9423, 88.9833",2016,,,,
s__462,"0,0,1",3,"-0.635, 0.0, -0.25","0.635, 1.14352, 0.25","127.0, 114.352, 50.0",2017,,,,
s__463,"0,0,1",1,"-0.315, 0.0, -0.135","0.315, 1.59, 0.135","63.0, 159.0, 27.000002",2018,,,,
s__464,"0,0,1",2,"-0.65, 0.0, -0.25412703","0.65, 1.79, 0.25","130.0, 179.0, 50.412697",2019,,,,
s__465,"0,0,1",1,"-0.45, -2.9802322E-8, -0.18","0.45, 0.45, 0.18","90.0, 45.000004, 36.0",2020,,,,
s__466,"0,0,1",1,"-0.45, 0.0, -0.17","0.45, 0.28, 0.17","90.0, 28.000002, 34.0",2021,,,,
s__467,"0,0,1",3,"-0.4, -2.3841858E-7, -0.230064","0.4, 2.0, 0.225","80.0, 200.00003, 45.5064",2022,,,,
s__468,"0,0,1",1,"-1.0, 0.0, -0.466724","1.0, 0.886499, 0.466724","200.0, 88.6499, 93.3448",2023,,,,
s__469,"0,0,1",3,"-0.45, -1.3196468E-4, -0.18","0.45, 0.8, 0.18","90.0, 80.01319, 36.0",2024,,,,
s__470,"0,0,1",2,"-0.9, 0.0, -0.20499998","0.9, 0.74, 0.204974","180.0, 74.0, 40.997402",2025,,,,
s__471,"0,0,1",1,"-0.45, -1.4901161E-6, -0.260175","0.45, 0.75, 0.26","90.0, 75.00015, 52.017498",2026,,,,
s__472,"0,0,1",5,"-0.215, 0.0, -0.18553","0.215, 1.63, 0.185","43.0, 163.0, 37.053",2027,,,,
s__473,"0,0,1",3,"-0.175, 0.0, -0.175075","0.175, 1.48, 0.174925","35.0, 148.0, 35.0",2028,,,,
s__474,"0,0,1",4,"-0.15, 3.771782E-4, -0.15","0.15, 0.9999, 0.15","30.000002, 99.95228, 30.000002",2029,,,,
s__475,"0,0,1",1,"-0.465, -1.4901161E-6, -0.465143","0.465008, 0.75, 0.465031","93.00079, 75.00015, 93.0174",2030,,1,,
s__476,"0,0,1",2,"-0.54994, 0.0, -0.270073","0.54994, 0.730005, 0.270073","109.988, 73.0005, 54.0146",2031,,,,
s__477,"0,0,1",2,"-1.045, 0.0, -0.45413","1.045, 0.959148, 0.45586997","208.99998, 95.9148, 91.0",2032,,,,
s__478,"0,0,1",3,"-0.15, 5.789995E-4, -0.15","0.15, 1.01066, 0.15","30.000002, 101.008095, 30.000002",2033,,,,
s__479,"0,0,1",4,"-0.513561, 0.0027213693, -0.49215","0.51643896, 0.505876, 0.48785","103.0, 50.315464, 98.0",2034,,,,
s__480,"0,0,1",1,"-0.35, 0.0, -0.25014603","0.35, 0.72, 0.25","70.0, 72.0, 50.014603",2035,,,,
s__481,"0,0,1",2,"-0.4, 0.0, -0.224983","0.4, 0.74, 0.224983","80.0, 74.0, 44.9966",2036,,,,
s__482,"0,0,1",3,"-0.8, 0.0, -0.6","0.8, 0.75, 0.6","160.0, 75.0, 120.00001",2037,,,90,
s__483,"0,0,1",3,"-0.8, 0.0, -0.4","0.8, 0.75, 0.4","160.0, 75.0, 80.0",2038,,,90,
s__484,"0,0,1",3,"-0.75, 0.0, -0.375","0.75, 0.74, 0.375","150.0, 74.0, 75.0",2039,,,,
s__485,"0,0,1",2,"-1.0, 0.0, -0.3","1.0, 0.775, 0.3","200.0, 77.5, 60.000004",2040,,,,
s__486,"0,0,1",3,"-0.2286, 0.001101017, -0.22849098","0.231401, 0.800014, 0.231509","46.0001, 79.8913, 46.0",2041,,,,
s__487,"0,0,1",2,"-0.155, 3.285557E-4, -0.155","0.155, 0.0803651, 0.155","31.0, 8.0036545, 31.0",2042,,,,
s__488,"0,0,1",2,"-0.1, -7.969141E-5, -0.1","0.1, 0.900047, 0.1","20.0, 90.01267, 20.0",2043,,,,
s__489,"0,0,1",2,"-0.794993, 0.0, -0.33499897","0.794993, 1.36984, 0.334347","158.9986, 136.98401, 66.9346",2044,,,,
s__490,"0,0,1",1,"-0.395, 0.0, -0.185","0.395, 0.5, 0.185","79.0, 50.0, 37.0",2045,,,89,
s__491,"0,0,1",4,"-0.2, 0.0, -0.19999698","0.2, 1.95, 0.19999698","40.0, 195.0, 39.999397",2046,,,,
s__492,"0,0,1",3,"-0.25, 0.0, -0.19999999","0.25, 1.94, 0.19999999","50.0, 194.0, 40.0",2047,,,,
s__493,"0,0,1",3,"-0.3, 0.0, -0.0850001","0.3, 0.67, 0.08500001","60.000004, 67.0, 17.00001",2048,,,,
s__494,"0,0,1",2,"-0.315, 0.0, -0.0800001","0.315, 0.98, 0.08","63.0, 98.0, 16.000011",2049,,,88,
s__495,"0,0,1",2,"-0.419054, 0.0, -0.0800001","0.419054, 0.98, 0.079999894","83.8108, 98.0, 16.0",2050,,,88,
s__496,"0,0,1",3,"-0.15, 0.0, -0.16","0.15, 1.82, 0.16","30.000002, 182.0, 32.0",2051,,,,
s__497,"0,0,1",2,"-0.34, 0.0, -0.09000009","0.34, 1.82001, 0.09","68.0, 182.00099, 18.000011",2052,,,89,
s__498,"0,0,1",1,"-0.34, 0.0, -0.09","0.34, 0.540005, 0.09","68.0, 54.000504, 18.0",2053,,,89,
s__499,"0,0,1",2,"-0.22, 0.0, -0.204809","0.22, 0.35, 0.204809","44.0, 35.0, 40.9618",2054,,,89,
s__500,"0,0,1",2,"-1.015, 0.0, -0.45","1.015, 0.965333, 0.45","203.0, 96.533295, 90.0",2055,,,,
s__501,"0,0,1",1,"-0.75, 0.0, -0.450166","0.75, 0.907554, 0.450166","150.0, 90.755394, 90.033195",2056,,,,
s__502,"0,0,1",1,"-1.23, -0.0021864772, -0.777496","1.23, 0.888472, 0.772504","246.0, 89.06584, 155.0",2057,,,,
s__503,"0,0,1",2,"-1.375, -5.9604645E-8, -0.85","1.375, 0.825959, 0.85","275.0, 82.5959, 170.0",2058,,,,
s__504,"0,0,1",2,"-1.51518, -5.9604645E-8, -1.035","1.515, 0.813107, 1.03518","303.018, 81.31071, 207.018",2059,,,,
s__505,"0,0,1",3,"-0.11, 0.0, -0.229991","0.11, 1.37, 0.230009","22.0, 137.0, 46.0",2060,,,,
s__506,"0,0,1",3,"-0.13, 0.0, -0.291192","0.13, 1.29, 0.288809","26.0, 129.0, 58.0001",2061,,,,
s__507,"0,0,1",2,"-0.22, 0.0, -0.22","0.22, 1.59977, 0.22","44.0, 159.97699, 44.0",2062,,,,
s__508,"0,0,1",3,"-0.15, 0.0, -0.18415898","0.15, 1.33966, 0.186732","30.000002, 133.966, 37.089096",2063,,,,
s__509,"0,0,1",3,"-0.12, 0.0, -0.19450101","0.12, 1.23955, 0.191183","24.0, 123.955, 38.5684",2064,,,,
s__510,"0,0,1",3,"-0.2375, 0.0, -0.178428","0.2375, 0.76, 0.18092799","47.5, 76.0, 35.9356",2065,,,87,
s__511,"0,0,1",1,"-0.185, 0.0, -0.185","0.185, 0.5, 0.185","37.0, 50.0, 37.0",2066,,,87,
s__512,"0,0,1",1,"-0.75, 0.0, -0.375","0.75, 0.75, 0.375","150.0, 75.0, 75.0",2067,,,,
s__513,"0,0,1",2,"-0.66, 0.0, -0.36","0.66, 0.7, 0.36","132.0, 70.0, 72.0",2068,,,117,
s__514,"0,0,1",2,"-0.4, 0.0, -0.36","0.4, 0.7, 0.36","80.0, 70.0, 72.0",2069,,,117,
s__515,"0,0,1",4,"-1.3301299, -1.9347668E-4, -0.8551409","1.3295, 1.04781, 0.855","265.963, 104.80035, 171.0141",2070,,,,
s__516,"0,0,1",5,"-1.115, 0.0, -0.34007496","1.115, 1.8, 0.340074","223.0, 180.0, 68.0149",2071,,,86,
s__517,"0,0,1",3,"-0.63, 0.0, -0.43","0.63, 2.13, 0.43","126.0, 213.00002, 86.0",2072,,1,86,
s__518,"0,0,1",3,"-1.14494, 0.0, -0.52686393","1.14494, 0.91469, 0.525175","228.988, 91.469, 105.203896",2073,,,,
s__519,"0,0,1",3,"-0.4, 0.0, -0.30361903","0.4, 2.13, 0.30361897","80.0, 213.00002, 60.7238",2074,,,86,
s__520,"0,0,1",2,"-0.165, 0.0, -0.165001","0.165, 1.79, 0.16499999","33.0, 179.0, 33.0001",2075,,,86,
s__521,"0,0,1",2,"-0.325, 0.0, -0.175","0.325, 2.0, 0.175","65.0, 200.0, 35.0",2076,,,85,
s__522,"0,0,1",2,"-0.625, -2.9802322E-8, -0.39511","0.625, 0.4, 0.39499998","125.0, 40.0, 79.011",2077,,,85,
s__523,"0,0,1",2,"-0.6, 0.0, -0.27511","0.6, 0.6, 0.27499998","120.00001, 60.000004, 55.011",2078,,,85,
s__524,"0,0,1",2,"-0.5, 0.0, -0.175","0.5, 2.0, 0.175","100.0, 200.0, 35.0",2079,,,85,
s__525,"0,0,1",2,"-0.95, 0.0, -0.28511","0.95, 0.89, 0.28499997","190.0, 89.0, 57.011",2080,,,85,
s__526,"0,0,1",2,"-0.775, 0.0, -0.27511","0.775, 0.6, 0.27499998","155.0, 60.000004, 55.011",2081,,,85,
s__527,"0,0,1",2,"-1.49997, -1.7881393E-7, -1.09047","1.50039, 0.994406, 1.09","300.036, 99.44062, 218.047",2082,,,,
s__528,"0,0,1",2,"-1.51003, 0.0, -0.820021","1.51, 0.959834, 0.82","302.003, 95.9834, 164.0021",2083,,,,
s__529,"0,0,1",3,"-0.539841, 0.0, -0.475177","0.539841, 0.959369, 0.475177","107.9682, 95.9369, 95.0354",2084,,,118,
s__530,"0,0,1",3,"-1.04484, 0.0, -0.47477698","1.04484, 0.962648, 0.474869","208.968, 96.2648, 94.9646",2085,,,118,
s__531,"0,0,1",3,"-0.78, 0.0, -0.21","0.78, 1.05, 0.21","156.0, 104.99999, 42.0",2086,,,,
s__532,"0,0,1",2,"-0.62, 0.0, -0.25","0.62, 0.92, 0.25","124.0, 92.0, 50.0",2087,,,,
s__533,"0,0,1",3,"-0.475, 0.0, -0.1","0.475, 0.736894, 0.1","95.0, 73.6894, 20.0",2088,,,,
s__536,"0,0,1",3,"-0.350019, 0.0, -0.235","0.350104, 0.702684, 0.235","70.0123, 70.2684, 47.0",2089,,,,
s__537,"0,0,1",2,"-0.17, -1.2695789E-5, -0.175","0.17, 0.9, 0.174502","34.0, 90.00127, 34.9502",2090,,,,
s__538,"0,0,1",3,"-0.305, 0.0, -0.06999999","0.305, 0.81, 0.069969","61.0, 81.0, 13.996901",2091,,,,
s__539,"0,0,1",4,"-0.494532, 0.0, -0.375944","0.495, 0.45, 0.374056","98.9532, 45.0, 75.0",2092,,1,,
s__540,"0,0,1",1,"-0.315, 0.0, -0.31611198","0.315, 0.97, 0.313888","63.0, 97.0, 63.0",2093,,,,
s__541,"0,0,1",5,"-0.845, 2.7620792E-4, -0.25810504","0.845, 1.75194, 0.26189303","169.0, 175.16638, 51.9998",2094,,,,
s__542,"0,0,1",2,"-0.509607, 0.002608925, -0.386133","0.510392, 0.497366, 0.383867","101.9999, 49.47571, 77.0",2095,,1,,
s__543,"0,0,1",2,"-1.2213001, -5.9604645E-8, -0.850283","1.1987, 0.868616, 0.849717","242.0, 86.861595, 170.0",2096,,,,
s__544,"0,0,1",4,"-0.531959, 0.0, -0.089996904","0.531959, 0.92, 0.08984089","106.3918, 92.0, 17.98378",2097,,,,
s__545,"0,0,1",1,"-0.97, 0.0, -0.45","0.97, 0.75, 0.45","194.0, 75.0, 90.0",2098,,,,
s__546,"0,0,1",2,"-1.1, 0.0, -0.45","1.1, 0.75, 0.45","220.0, 75.0, 90.0",2099,,,,
s__547,"0,0,1",3,"-0.675078, 0.0, -0.4","0.675078, 0.749757, 0.4","135.0156, 74.9757, 80.0",2100,,,,
s__548,"0,0,1",2,"-0.84, 5.9604645E-8, -0.35","0.84, 0.75, 0.35","168.0, 74.99999, 70.0",2101,,,,
s__549,"0,0,1",5,"-1.13273, -5.9604645E-8, -1.12502","1.5172701, 0.814897, 1.32498","265.0, 81.4897, 245.0",2102,,,,
s__550,"0,0,1",3,"-0.174775, 0.0, -0.17500001","0.174775, 1.782, 0.174775","34.955, 178.2, 34.9775",2103,,,,
s__551,"0,0,1",2,"-0.465172, 0.0, -0.20992202","0.465172, 0.780181, 0.20475","93.0344, 78.0181, 41.4672",2104,,,,
